title,systemName
Victory Heat Rally,Nintendo Switch
Void Bastards,Nintendo Switch
Void Prison,Nintendo Switch
Void Prison,Nintendo Switch
Void Scrappers,Nintendo Switch
Void Scrappers,Nintendo Switch
Void Scrappers,Nintendo Switch
Voidwrought,Nintendo Switch
Voltaire: The Vegan Vampire,Nintendo Switch
Wall World,Nintendo Switch
Wargroove,Nintendo Switch
"Warhammer 40,000: Boltgun",Nintendo Switch
Wavetale,Nintendo Switch
We Love Katamari Reroll+ Royal Reverie,Nintendo Switch
What Lies In The Multiverse,Nintendo Switch
What Remains Of Edith Finch,Nintendo Switch
What The Golf,Nintendo Switch
Wild Bastards,Nintendo Switch
Wild Bastards,Nintendo Switch
Windjammers 2,Nintendo Switch
Wolffang Skullfang,Nintendo Switch
World Of Goo,Nintendo Switch
World Of Horror,Nintendo Switch
Worms Armageddon: Anniversary Edition,Nintendo Switch
Wytchwood,Nintendo Switch
XCOM 2,Nintendo Switch
Xenoblade Chronicles 2,Nintendo Switch
Xenoblade Chronicles X: Definitive Edition,Nintendo Switch
Xenoblade Chronicles X: Definitive Edition,Nintendo Switch
XIII,Nintendo Switch
Yakuza Kiwami,Nintendo Switch
Yakuza Kiwami,Nintendo Switch
Yo-Kai Watch 1 For Nintendo Switch,Nintendo Switch
Yokai Watch 1,Nintendo Switch
Yokai Watch 4,Nintendo Switch
Yoku’s Island Express,Nintendo Switch
Yooka-Laylee And The Impossible Lair,Nintendo Switch
Yoshi’s Crafted World,Nintendo Switch
You Suck At Parking,Nintendo Switch
Youtubers Life,Nintendo Switch
Ys IX: Monstrum Nox,Nintendo Switch
Ys IX: Monstrum Nox,Nintendo Switch
Ys Memoire: The Oath In Felghana,Nintendo Switch
Ys Memoire: The Oath In Felghana,Nintendo Switch
Ys Origin,Nintendo Switch
Ys Viii,Nintendo Switch
Planet Of Lana,Nintendo Switch
Xenoblade Chronicles Definitive Edition,Nintendo Switch
Castle Crashers,Nintendo Switch
The Legend Of Heroes: Trails From Zero,Nintendo Switch
Front Mission 3,Nintendo Switch
9th Dawn Remake,Nintendo Switch
A Short Hike,Nintendo Switch
Ace Attorney Investigations Collection,Nintendo Switch
Advance Wars 1+2 Re-boot Camp,Nintendo Switch
Animal Crossing New Horizons,Nintendo Switch
Animal Well,Nintendo Switch
Annalynn,Nintendo Switch
Another Code Recollection,Nintendo Switch
Ao Tennis 2,Nintendo Switch
Astral Ascent,Nintendo Switch
Astral Chain,Nintendo Switch
Axiom Verge,Nintendo Switch
20 Minutes Till Dawn,Nintendo Switch
30xx,Nintendo Switch
Anomaly Agent,Nintendo Switch
Armored Lab Force Vulvehicles,Nintendo Switch
Ato,Nintendo Switch
"Warhammer 40,000: Boltgun",Nintendo Switch
Balatro,Nintendo Switch
The Legend Of Zelda: Tears Of The Kingdom,Nintendo Switch
The Legend Of Zelda: Tears Of The Kingdom,Nintendo Switch
Ender Magnolia Bloom In The Mist,Nintendo Switch
Pinball Fx,Nintendo Switch
Cookie Clicker,Nintendo Switch
The Legend Of Zelda: Echoes Of Wisdom,Nintendo Switch
Raidou Remastered The Mystery Of The Soulless Army,Nintendo Switch
Outlast,Nintendo Switch
Ufo 50,Nintendo Switch
Ufo 50,Nintendo Switch
Saints Row Iv,Nintendo Switch
Warriors Abyss,Nintendo Switch
Naruto Ultimate Ninja Storm 2,Nintendo Switch
Minecraft: Nintendo Switch Edition (legacy Console),Nintendo Switch
Factorio,Nintendo Switch
Pokken Tournament Dx,Nintendo Switch
Hatsune Miku: Project Diva Mega Mix,Nintendo Switch
Dragon Ball Xenoverse 2,Nintendo Switch
Dragon Ball Z: Kakarot,Nintendo Switch
Dragon Ball Z: Kakarot,Nintendo Switch
Enclave Hd,Nintendo Switch
Outward – Definitive Edition,Nintendo Switch
Sifu,Nintendo Switch
Red Dead Redemption,Nintendo Switch
Red Dead Redemption,Nintendo Switch
Mega Man 11,Nintendo Switch
Dragon Ball Fighterz,Nintendo Switch
Dragon Ball Fighterz,Nintendo Switch
Red Dead Redemption,Nintendo Switch
8-bit Adventures 2,Nintendo Switch
Mario Kart 8 Deluxe,Nintendo Switch
Metroid Dread,Nintendo Switch
Zelda Botw,Nintendo Switch
Tetris Effect,Nintendo Switch
Super Mario Wonder,Nintendo Switch
Shadow Labyrinth,Nintendo Switch
Astral Chain,Nintendo Switch
Cyber Shadow,Nintendo Switch
The House Of Dead 2 Remake,Nintendo Switch
Metroid Prime Remastered,Nintendo Switch
Super Mario 3d World,Nintendo Switch
Bomberman R2,Nintendo Switch
Asd,Nintendo Switch
The Legend Of Zelda: Breath Of The Wild,Nintendo Switch
